human_selector;human;machine;victim;gravitygod;rewardgod;ontologygod;robot;world_nr;tick_nr
0;1;1;0;0;1;1;0;1;695
1;1;1;0;0;1;1;0;1;696
1;1;1;0;0;1;1;0;1;697
1;1;1;0;0;1;1;0;1;698
1;1;1;0;0;1;1;0;1;699
0;1;1;0;0;1;1;0;1;700
0;1;1;0;0;1;1;0;1;701
1;1;1;0;0;1;1;0;1;702
1;1;1;0;0;1;1;0;1;703
0;1;1;0;0;1;1;0;1;704
1;1;1;0;0;1;1;0;1;705
1;1;1;0;0;1;1;0;1;706
0;1;1;0;0;1;1;0;1;707
1;1;1;0;0;1;1;0;1;708
1;1;1;0;0;1;1;0;1;709
0;1;1;0;0;1;1;0;1;710
1;1;1;0;0;1;1;0;1;711
0;1;1;0;0;1;1;0;1;712
0;1;1;0;0;1;1;0;1;713
1;1;1;0;0;1;1;0;1;714
1;1;1;0;0;1;1;0;1;715
0;1;1;0;0;1;1;0;1;716
1;1;1;0;0;1;1;0;1;717
1;1;1;0;0;1;1;0;1;718
0;1;1;0;0;1;1;0;1;719
1;1;1;0;0;1;1;0;1;720
1;1;1;0;0;1;1;0;1;721
1;1;1;0;0;1;1;0;1;722
0;1;1;0;0;1;1;0;1;723
1;1;1;0;0;1;1;0;1;724
1;1;1;0;0;1;1;0;1;725
0;1;1;0;0;1;1;0;1;726
0;1;1;0;0;1;1;0;1;727
1;1;1;0;0;1;1;0;1;728
1;1;1;0;0;1;1;0;1;729
0;1;1;0;0;1;1;0;1;730
1;1;1;0;0;1;1;0;1;731
1;1;1;0;0;1;1;0;1;732
0;1;1;0;0;1;1;0;1;733
1;1;1;0;0;1;1;0;1;734
1;1;1;0;0;1;1;0;1;735
0;1;1;0;0;1;1;0;1;736
1;1;1;0;0;1;1;0;1;737
1;1;1;0;0;1;1;0;1;738
1;1;1;0;0;1;1;0;1;739
0;1;1;0;0;1;1;0;1;740
1;1;1;0;0;1;1;0;1;741
1;1;1;0;0;1;1;0;1;742
1;1;1;0;0;1;1;0;1;743
1;1;1;0;0;1;1;0;1;744
0;1;1;0;0;1;1;0;1;745
0;1;1;0;0;1;1;0;1;746
1;1;1;0;0;1;1;0;1;747
1;1;1;0;0;1;1;0;1;748
1;1;1;0;0;1;1;0;1;749
1;1;1;0;0;1;1;0;1;750
0;1;1;0;0;1;1;0;1;751
0;1;1;0;0;1;1;0;1;752
1;1;1;0;0;1;1;0;1;753
1;1;1;0;0;1;1;0;1;754
1;1;1;0;0;1;1;0;1;755
1;1;1;0;0;1;1;0;1;756
0;1;1;0;0;1;1;0;1;757
1;1;1;0;0;1;1;0;1;758
1;1;1;0;0;1;1;0;1;759
1;1;1;0;0;1;1;0;1;760
0;1;1;0;0;1;1;0;1;761
0;1;1;0;0;1;1;0;1;762
1;1;1;0;0;1;1;0;1;763
1;1;1;0;0;1;1;0;1;764
1;1;1;0;0;1;1;0;1;765
1;1;1;0;0;1;1;0;1;766
0;1;1;0;0;1;1;0;1;767
1;1;1;0;0;1;1;0;1;768
1;1;1;0;0;1;1;0;1;769
1;1;1;0;0;1;1;0;1;770
0;1;1;0;0;1;1;0;1;771
1;1;1;0;0;1;1;1;1;772
1;1;1;0;0;1;1;1;1;773
1;1;1;0;0;1;1;0;1;774
0;1;1;0;0;1;1;0;1;775
1;1;1;0;0;1;1;0;1;776
0;1;1;0;0;1;1;0;1;777
1;1;1;0;0;1;1;0;1;778
1;1;1;0;0;1;1;0;1;779
1;1;1;0;0;1;1;0;1;780
0;1;1;0;0;1;1;0;1;781
1;1;1;0;0;1;1;0;1;782
1;1;1;0;0;1;1;0;1;783
1;1;1;0;0;1;1;0;1;784
0;1;1;0;0;1;1;0;1;785
1;1;1;0;0;1;1;0;1;786
0;1;1;0;0;1;1;0;1;787
1;1;1;0;0;1;1;0;1;788
1;1;1;0;0;1;1;0;1;789
1;1;1;0;0;1;1;0;1;790
1;1;1;0;0;1;1;0;1;791
0;1;1;0;0;1;1;0;1;792
1;1;1;0;0;1;1;0;1;793
1;1;1;0;0;1;1;0;1;794
1;1;1;0;0;1;1;0;1;795
1;1;1;0;0;1;1;0;1;796
1;1;1;0;0;1;1;0;1;797
1;1;1;0;0;1;1;0;1;798
1;1;1;0;0;1;1;0;1;799
1;1;1;0;0;1;1;0;1;800
1;1;1;0;0;1;1;0;1;801
1;1;1;0;0;1;1;0;1;802
0;1;1;0;0;1;1;0;1;803
1;1;1;0;0;1;1;0;1;804
1;1;1;0;0;1;1;0;1;805
1;1;1;0;0;1;1;0;1;806
0;1;1;0;0;1;1;0;1;807
1;1;1;0;0;1;1;0;1;808
1;1;1;0;0;1;1;0;1;809
1;1;1;0;0;1;1;0;1;810
1;1;1;0;0;1;1;0;1;811
1;1;1;0;0;1;1;0;1;812
0;1;1;0;0;1;1;0;1;813
1;1;1;0;0;1;1;0;1;814
1;1;1;0;0;1;1;0;1;815
1;1;1;0;0;1;1;0;1;816
1;1;1;0;0;1;1;0;1;817
1;1;1;0;0;1;1;0;1;818
1;1;1;0;0;1;1;0;1;819
1;1;1;0;0;1;1;0;1;820
1;1;1;0;0;1;1;0;1;821
0;1;1;0;0;1;1;0;1;822
0;1;1;0;0;1;1;0;1;823
1;1;1;0;0;1;1;0;1;824
1;1;1;0;0;1;1;0;1;825
1;1;1;0;0;1;1;0;1;826
1;1;1;0;0;1;1;0;1;827
0;1;1;0;0;1;1;0;1;828
1;1;1;0;0;1;1;0;1;829
1;1;1;0;0;1;1;0;1;830
1;1;1;0;0;1;1;0;1;831
1;1;1;0;0;1;1;0;1;832
0;1;1;0;0;1;1;0;1;833
1;1;1;0;0;1;1;0;1;834
1;1;1;0;0;1;1;0;1;835
1;1;1;0;0;1;1;0;1;836
1;1;1;0;0;1;1;0;1;837
1;1;1;0;0;1;1;0;1;838
1;1;1;0;0;1;1;0;1;839
1;1;1;0;0;1;1;0;1;840
1;1;1;0;0;1;1;0;1;841
0;1;1;0;0;1;1;0;1;842
0;1;1;0;0;1;1;0;1;843
1;1;1;0;0;1;1;0;1;844
1;1;1;0;0;1;1;0;1;845
1;1;1;0;0;1;1;0;1;846
1;1;1;0;0;1;1;0;1;847
1;1;1;0;0;1;1;0;1;848
1;1;1;0;0;1;1;0;1;849
1;1;1;0;0;1;1;0;1;850
1;1;1;0;0;1;1;0;1;851
1;1;1;0;0;1;1;0;1;852
1;1;1;0;0;1;1;0;1;853
1;1;1;0;0;1;1;0;1;854
0;1;1;0;0;1;1;0;1;855
1;1;1;0;0;1;1;0;1;856
1;1;1;0;0;1;1;0;1;857
0;1;1;0;0;1;1;0;1;858
1;1;1;0;0;1;1;0;1;859
1;1;1;0;0;1;1;0;1;860
0;1;1;0;0;1;1;0;1;861
1;1;1;0;0;1;1;0;1;862
1;1;1;0;0;1;1;0;1;863
1;1;1;0;0;1;1;0;1;864
0;1;1;0;0;1;1;0;1;865
0;1;1;0;0;1;1;0;1;866
1;1;1;0;0;1;1;0;1;867
1;1;1;0;0;1;1;0;1;868
0;1;1;0;0;1;1;0;1;869
1;1;1;0;0;1;1;0;1;870
1;1;1;0;0;1;1;0;1;871
0;1;1;0;0;1;1;0;1;872
1;1;1;0;0;1;1;0;1;873
1;1;1;0;0;1;1;0;1;874
1;1;1;0;0;1;1;0;1;875
0;1;1;0;0;1;1;0;1;876
1;1;1;0;0;1;1;0;1;877
1;1;1;0;0;1;1;0;1;878
0;1;1;0;0;1;1;0;1;879
1;1;1;0;0;1;1;0;1;880
1;1;1;0;0;1;1;0;1;881
1;1;1;0;0;1;1;0;1;882
1;1;1;0;0;1;1;0;1;883
1;1;1;0;0;1;1;0;1;884
1;1;1;0;0;1;1;0;1;885
1;1;1;0;0;1;1;0;1;886
1;1;1;0;0;1;1;0;1;887
1;1;1;0;0;1;1;0;1;888
0;1;1;0;0;1;1;0;1;889
0;1;1;0;0;0;1;0;1;890
1;1;1;0;0;0;1;0;1;891
1;1;1;0;0;0;1;0;1;892
0;1;1;0;0;0;1;0;1;893
1;1;1;0;0;0;1;0;1;894
1;1;1;0;0;0;1;1;1;895
0;1;1;0;0;0;1;1;1;896
1;1;1;0;0;0;1;1;1;897
0;1;1;0;0;0;1;1;1;898
1;1;1;0;0;0;1;1;1;899
1;1;1;0;0;0;1;1;1;900
1;1;1;0;0;0;1;1;1;901
1;1;1;0;0;0;1;1;1;902
1;1;1;0;0;0;1;1;1;903
0;1;1;0;0;0;1;1;1;904
1;1;1;0;0;0;1;1;1;905
1;1;1;0;0;0;1;1;1;906
1;1;1;0;0;0;1;1;1;907
0;1;1;0;0;0;1;1;1;908
1;1;1;0;0;0;1;1;1;909
